TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT,NYQUIST_GROUP,NYQUIST_PROPOSED_RATE
USBC,USBSSPresence_Pair1_PdSourceSS,SS1_Connect_Status,run the USB3 smokey test check the connect status,usb3.usb3_test_only,100000,ACE_CC1,,,1,1,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,SS1_Link_state,check USB3 link state,usb3.usb3_test_only,100000,Link_state,,,1,1,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,SS1_Speed,check USB3 speed expect SS,usb3.usb3_test_only,100000,Speed,,,1,1,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,SS1_Link_ERRS,check link errors,usb3.usb3_test_only,100000,Link_error,,,0,50,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,SS1_Num_Tries,check the retry times,usb3.usb3_test_only,100000,ReDriver,,,1,3,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,USBSSPresence_Pair1_PdSourceSS,Power_Off_Disk_CC1,disconnected USB3.0 disk’s power,relay.relay,10000,USB3_TO_5V,DISCONNECT,,,,,,,USBC_USBSSPresence_Pair1_PdSourceSS,5
USBC,PdSource_VBUS_CREload1A5_CC1,Enable_USB,Enable_USB,usb3.enable_usb,1000000,,,,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,DELAY_200MS_3,delay 200ms,delay.delay,10000,200,,ms,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,PPVBUS_USB_Source_1,measure PPVBUS_USB_EMI voltage TP93EB,dmm.dmm,10000,PPVBUS_USB_EMI,,mV,4900,5500,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,PPVBUS_Sense_to_CREload,PPVBUS_USB_EMI voltage sense connected to Eload,mlbsourcetest.setsense_connect,10000,ELOAD_VOLTAGE_SENSE1,,,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,CREload_Enable,CR Eload enable,fixture.sendcmd,10000,eload enable(1),,,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,Set_CR_Eload_1500mA,set CC Eload to 3.3ohm,fixture.sendcmd,10000,eload set(1*cr*3.3),,,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,DELAY_1000MS_4,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,PPVBUS_Current,CC Eload current,powerboard.read_eload_current,10000,ELOAD_CURRENT_SENSE1,,mA,1300,1800,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,PPVBUS_Voltage,measure PPVBUS_USB_EMI voltage TP93EB,dmm.dmm,10000,PPVBUS_USB_EMI,,mV,4900,5500,,,,,
USBC,PdSource_VBUS_CREload1A5_CC1,CR_Set_Eload_0mA_1,,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,Eload_Disable_Efficiency,disable elaod 1,fixture.sendcmd,10000,eload disable(1),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,PPVBUS_to_CCEload_Disconnect_Efficiency,PPVBUS_USB_EMI disconnected from CCEload,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,DELAY_6000MS_2_Efficiency,delay 6000ms,delay.delay,10000,6000,,ms,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,IBATT_without_ELOAD_Efficiency,measure battery current in VBUS off,mlbsourcetest.calculate,10000,BATT_CURRENT_BIG,IBATT_VB_OFF,mA,50,350,,,3,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,PMUADC_READ_ALL_Efficiency,,dut.diags,10000,pmuadc --read all,,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,CCEload_Enable_1_Efficiency,CC Eload enable,fixture.sendcmd,10000,eload enable(1),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,PPVBUS_to_CCEload_1_Efficiency,connected PPVBUS_USB_EMI to CC load,relay.relay,10000,ELOAD_INPUT1_TO,PPVBUS_USB_EMI,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload0mA,Set_Eload_0mA_2_Efficiency,,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,DELAY_200MS_1_Efficiency,delay 200ms,delay.delay,10000,200,,ms,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,IBATT_without_ELOAD_Efficiency,measure battery current without Eload,mlbsourcetest.calculate,10000,BATT_CURRENT_BIG,IBATT_VB_OFF,mA,50,350,,,3,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PMUADC_READ_ALL_1_Efficiency,,dut.diags,10000,pmuadc --read all,,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,Set_Eload_150mA_Efficiency,set CC load to 150mA,powerboard.set_ccload,10000,eload set(1*cc*150),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PPVBUS_Current_150mA_Efficiency,measure PPVBUS_USB_EMI current through eload,powerboard.read_eload_current,30000,ELOAD_CURRENT_SENSE1,,mA,125,175,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,Set_Eload_900mA_Efficiency,set CC load to 900mA,powerboard.set_ccload,10000,eload set(1*cc*900),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PPVBUS_Current_900mA_Efficiency,measure PPVBUS_USB_EMI current through eload,powerboard.read_eload_current,30000,ELOAD_CURRENT_SENSE1,,mA,875,925,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,Set_Eload_1500mA_Efficiency,set CC load to 1500mA,powerboard.set_ccload,10000,eload set(1*cc*1500),,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,DELAY_200MS_2_Efficiency,delay 200ms,delay.delay,10000,200,,ms,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PPVBUS_Current_Efficiency,measure PPVBUS_USB_EMI current through eload,mlbsourcetest.calculate,30000,ELOAD_CURRENT_SENSE1,Current_Eload,mA,1475,1525,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,IBATT_With_Eload_Efficiency,measure battery current with Eload,mlbsourcetest.calculate,10000,BATT_CURRENT_BIG,IBATT_VB_ON,mA,1800,2300,,,3,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PMUADC_READ_ALL_Efficiency,,dut.diags,10000,pmuadc --read all,,,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PPVCC_MAIN_SNS_with_Eload_Efficiency,measure_PPVCC_MAIN_voltage_TP9347_with_E_load,mlbsourcetest.calculate,10000,PPVCC_MAIN,PPVCC_MAIN_VIN,mV,4200,4400,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PP5V2_ACE_BOOST_OUT_With_Eload_Efficiency,measure PP5V2_ACE_BOOST_OUT voltage with eload,mlbsourcetest.calculate,10000,PP5V2_ACE_BOOST_OUT,PP5V2_ACE_BOOST_OUT,mV,4950,5500,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,PP5V2_ACE_BOOST_OUT_Delta_Efficiency,<ACE_BOOST_W/o_load> - <ACE_BOOST_W/_load> ,mlbsourcetest.calculate,10000,delta,delta,mV,,,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,ACE_BOOST_Efficiency,100*( <PPVBUS_Curr> * <PP5V2_ACE_BOOST_OUT> / ((<IBATT_withEload> - <IBATT_NoEload>) * <PPVCC_MAIN_withEload>)),mlbsourcetest.calculate,10000,efficiency,efficiency,%,88,98,,,,,
USBC,Boost_Ace_PdSource_VBAT4V3_CCEload1A5,Set_Eload1_0mA_Efficiency,,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,,
USBC,USBSSPresence_Pair2_PdSourceSS,Set_VBAT_4V3,set VBAT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,ACE_CC2_Disconnect_1,disconnected 1K the ACE_CC2,relay.relay,10000,ACE_CC2,DISCONNECT,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,ACE_CC1_Disconnect_1,disconnected the ACE_CC1,relay.relay,10000,ACE_CC1,DISCONNECT,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,ACE_CC1_to_1K,ACE_CC1 connected to 1K resistor Ra,relay.relay,10000,ACE_CC1,TO_1K_GND,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,DELAY_1000MS_5,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,VDM_CC1_TO_ACE_CC2,VDM_CC1 connected to ACE_CC2,relay.relay,10000,VDM_CC1,TO_ACE_CC2,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,DELAY_2000MS_2,,delay.delay,10000,2000,,ms,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,Pick_USBC_ACC2,pick USBC by ace,dut.diags,10000,ace --pick usbc,,,,,,,,USBC_USB_SSPresence_Pair,100
USBC,USBSSPresence_Pair2_PdSourceSS,ACE_CC_Status,check ACE CC connect status,dut.diags_parse,10000,ace -r 0x69,,,02,02,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,SS1_Connect_Status,run the USB3 smokey test check the connect status,usb3.usb3_test_only,100000,ACE_CC2,,,1,1,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,SS1_Link_state,check USB3 link state expect U0,usb3.usb3_test_only,100000,Link_state,,,1,1,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,SS1_Speed,check USB3 speed expect SS,usb3.usb3_test_only,100000,Speed,,,1,1,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,SS1_Link_ERRS,check link errors,usb3.usb3_test_only,100000,Link_error,,,0,50,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,SS1_Num_Tries,check the retry times,usb3.usb3_test_only,100000,ReDriver,,,1,3,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,DELAY_200MS_5,delay 200ms,delay.delay,10000,200,,ms,,,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,USBSSPresence_Pair2_PdSourceSS,POWER_OFF_DISK_CC2,disconnected USB3.0 disk’s power,relay.relay,10000,USB3_TO_5V,DISCONNECT,,,,,,,USBC_USBSSPresence_Pair2_PdSourceSS,5
USBC,PdSource_VCON_CC1_CCEload400mA,Enable_USB,Enable_USB,usb3.enable_usb,100000,,,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_CC1_to_CCEload,ACE CC1 connected to CC Eload,relay.relay,10000,ELOAD_INPUT1_TO,ACE_CC1,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_100MS_9,delay 100ms,delay.delay,10000,100,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,CC_Eload_Enable_4,CC Eload enable,fixture.sendcmd,10000,eload enable(1),,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_CC1_Sense_to_CCEload,ACE_CC1 voltage sense connected to Eload,mlbsourcetest.setsense_connect,10000,ELOAD_VOLTAGE_SENSE1,,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_200MS_6,delay 200ms,delay.delay,10000,200,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Set_CCEload_CC1_400mA,set CC Eload to 400mA,fixture.sendcmd,10000,eload set(1*cc*400),,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_1000MS_7,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Read_ACE_Status_Start_CC1_400mA,<ace --pick usbc -r 0x6A> get the vbus cc1 cc2 status,mlbsourcetest.readvbus,10000,clear,,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_Read_CC1_voltage_Debug,get the ACE report CC1 voltage<cc1*6/1024> cc1= third string 0x[xxxx],mlbsourcetest.readvbus,10000,cc1,,V,5.3,5.7,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,VCON_Voltage_FCT_Debug,ACE_CC1 connected to Eload’s voltage,dmm.dmm,10000,ELOAD_VOLTAGE_SENSE1,,mV,4700,5500,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,VCON_Current,CC Eload current,powerboard.read_eload_current,10000,ELOAD_CURRENT_SENSE1,,mA,350,550,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Set_CC_Eload_0mA_CC1,set CC Eload to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,CC_Eload_Disable_2,CC Eload disable,fixture.sendcmd,10000,eload disable(1),,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_CC1_to_Eload_Disconnect,ACE CC1 disconnected from CC Eload,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_CC1_Disconnect_2,ACE CC1 disconnected,relay.relay,10000,ACE_CC1,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_CC2_Disconnect,ACE CC2 disconnected,relay.relay,10000,ACE_CC2,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_1000MS_8,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,VDM_to_Source,set the VDM to source mode,fixture.sendcmd,10000,change low hearder(region0),ACK,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Change_VDM_PDO_TO_4,Change_VDM_PDO_Count_TO_4,fixture.sendcmd,10000,change source pdo count(4),ACK,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Disable_USB_cable,Disable_USB_communication_capability,fixture.sendcmd,10000,tps write register by addr(0x32*PDO1: Max Voltage*0x02),,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,Power_To_VDM,power connected to VDM PP_EXT,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_10MS_2,delay 10ms,delay.delay,10000,10,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,USB_POWER_ON,USB power output enable,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_10MS_3,delay 10ms,delay.delay,10000,10,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,VBUS_to_5V,set VUSB output 5V,powerboard.setusbmainvolt,10000,5,,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,VDM_VCC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,DELAY_2000MS_3,delay 2000ms,delay.delay,10000,2000,,ms,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC1_CCEload400mA,ACE_Reset,reset ACE,dut.diags,10000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,,USBC_PdSource_VCON_CC1,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_Eload1_0mA,set Eload 1 to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_Eload2_0mA,set Eload 2 to 0mA,fixture.sendcmd,10000,eload set(2*cc*0),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,CR_Eload_Disable_1,CC Eload disable,fixture.sendcmd,10000,eload disable(1),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,CC_Eload_Disable_2,CC Eload disable,fixture.sendcmd,10000,eload disable(2),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_VBAT_4V3,set VBAT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,VDM_CC1_Disconnect,disconnected VDM CC from fixture,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,USB_Power_Off,USB power output disable,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_USB_EMI_Disconnect,Disconnected PPVBUS_USB_EMI,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_EMI,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_USB_PWR_Dis,disconnected fixture’s PPVBUS_USB_PWR,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_300MS,delay 3000ms,delay.delay,10000,300,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,VDM_to_Sink,set the VDM to sink mode,fixture.sendcmd,10000,change low hearder(region1),ACK,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Disable_USB_cable_1,Disable_USB_communication_capability,fixture.sendcmd,10000,tps write register by addr(0x32*PDO1: Max Voltage*0x02),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_to_CREload1,connected PPVBUS_USB_EMI to CR Eload1,relay.relay,10000,ELOAD_INPUT1_TO,PPVBUS_USB_EMI,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_USB_EMI_Sense_to_CR_Eload,ACE_CC2 voltage sense connected to Eload,mlbsourcetest.setsense_connect,10000,ELOAD_VOLTAGE_SENSE1,,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,ACE_CC2_to_CCEload2,connect ACE_CC2 to CC Eload2,relay.relay,10000,ELOAD_INPUT2_TO,ACE_CC2,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,ACE_CC2_TO_1K,ACE_CC2 connected to 1K resistor Ra,relay.relay,10000,ACE_CC2,TO_1K_GND,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_2000MS,delay 2000ms,delay.delay,10000,2000,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PP5V2_ACE_BOOST_OUT_Start,measure PP5V2_ACE_BOOST_OUT voltage,dmm.dmm,10000,PP5V2_ACE_BOOST_OUT,,mV,4950,5500,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_OCP_Disable,disable ACE’s OCP,dut.diags,10000,"ace --pick usbc --4cc NPOC --txdata ""0x96"" --rxdata 0",,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Enable_CREload1,enable CC Eload1,fixture.sendcmd,10000,eload enable(1),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_200mS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_CR_Eload1_2600mA,set CR Eload1 to 1R96ohm,fixture.sendcmd,10000,eload set(1*cr*3.3),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBUS_Current,measure PPVBUS_USB_EMI current through eload,powerboard.read_eload_current,30000,ELOAD_CURRENT_SENSE1,,mA,1550,1680,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Enable_CCEload2,enable CC Eload2,fixture.sendcmd,10000,eload enable(2),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_CCEload2_50mA,set CC load2 to 50mA,powerboard.set_ccload,10000,eload set(2*cc*50),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_200mS_3,delay 200ms,delay.delay,10000,200,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Set_CCEload2_450mA,set CC load2 to 450mA,powerboard.set_ccload,10000,eload set(2*cc*450),,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,DELAY_1000MS_4,delay 2000ms,delay.delay,10000,1000,,ms,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPVBATT_Volt_Start,measure PPVBATT voltage,dmm.dmm,10000,PPBATT_VCC,,mV,3400,4800,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,IBATT_CHECK_DEBUG_MLB_Source_VCON,measure Batt current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,2000,4000,,,3,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Reg_select_pmu,Reg_select_pmu,dut.diags,10000,reg select pmu,,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Reg_read_0x7E6E_Default,Reg_read_0x7E6E_Default,dut.diags_parse,10000,reg read 0x7E6E,,,1,1,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PMU_VBAT,pmuadc read vbat,currenttrim.dmm_error,10000,pmuadc --read vbat,PMU_VBAT,mV,4200,4400,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PPBATT_VCC,measure_PPBATT_VCC_voltage_TP9344,currenttrim.dmm_error,10000,PPBATT_VCC,PPBATT_VCC,mV,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,VBAT_ERROR,(PPBATT_VCC - PMU_VBAT)/PPBATT_VCC,currenttrim.dmm_error,10000,VBAT_ERROR,VBAT_ERROR,%,-2.5,2.5,,,,USBC_PdSource_VCON_CC2,100
// USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PMU_IBAT_OUT,pmuadc read ibat_out,currenttrim.dmm_error,20000,pmuadc --read ibat_out --avg 50,PMU_IBAT_OUT,mA,500,7500,,,,USBC_PdSource_VCON_CC2,100
// USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,IBAT_ERROR,(IBATT_With_Eload - IBAT_OUT_Diags)/IBATT_With_Eload,currenttrim.dmm_error,10000,IBAT_ERROR,IBAT_ERROR,%,-80,90,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Reg_write_0x7E6E_0x00,Reg_write_0x7E6E_0x00,dut.diags,10000,reg write 0x7E6E 0x00,,,,,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,Reg_read_0x7E6E,Reg_read_0x7E6E,dut.diags_parse,10000,reg read 0x7E6E,,,0,0,,,,USBC_PdSource_VCON_CC2,100
USBC,PdSource_VCON_CC2_CC450mA_VBUS_CR1A5,PMU_VBAT_1,pmuadc read vbat,currenttrim.dmm_error,10000,pmuadc --read vbat,PMU_VBAT,mV,4200,4400,,,,USBC_PdSource_VCON_CC2,100
